POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
330-03220,-,0,Grey,SS,Y,N,SFMTA,ON,0,322,BRANNAN ST,3074000,Area 5,South Embarcadero,"(37.7814893992, -122.3926746991)"
336-07110,-,0,Red,SS,N,N,SFMTA,ON,0,711,BUSH ST,3437000,Area 1,,"(37.7900331010, -122.4092244987)"
570-01440,-,0,Yellow,SS,N,N,SFMTA,ON,0,144,MINNA ST,9041000,Area 5,Downtown,"(37.7869460014, -122.4001064018)"
562-06090,-,0,Grey,SS,N,N,SFMTA,ON,0,609,MASON ST,8807000,Area 1,,"(37.7893276018, -122.4103741997)"
600-04380,-,0,Yellow,SS,N,N,SFMTA,ON,0,438,PACIFIC AVE,10121000,Area 2,,"(37.7973552019, -122.4035293979)"
619-00300,619-00004,30,Grey,MS,Y,N,SFMTA,ON,0,30,PETER YORKE WAY,10384000,Area 3,,"(37.7855851994, -122.4244451017)"
211-03190,-,0,Grey,SS,N,N,SFMTA,ON,0,319,11TH ST,515000,Area 3,,"(37.7714609996, -122.4133755022)"
330-09520,-,0,Grey,SS,N,N,SFMTA,ON,0,952,BRANNAN ST,3089000,Area 3,,"(37.7703607016, -122.4067648013)"
418-06450,-,0,Grey,SS,Y,N,SFMTA,ON,0,645,FOLSOM ST,5661000,Area 5,South Embarcadero,"(37.7844981001, -122.3978736025)"
542-09200,-,0,Yellow,SS,N,N,SFMTA,ON,0,920,LARKIN ST,8133000,Area 3,,"(37.7867333022, -122.4181342998)"
440-11030,-,0,Grey,SS,N,N,SFMTA,ON,0,1103,GEARY BLVD,6037000,Area 3,,"(37.7855818019, -122.4216823985)"
418-08670,-,0,Grey,SS,N,N,SFMTA,ON,0,867,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7806466994, -122.4027481989)"
720-07080,-,0,Grey,SS,N,N,SFMTA,ON,0,708,WASHINGTON ST,13411000,Area 5,Downtown,"(37.7953215008, -122.4053828993)"
568-10770,-,0,Yellow,SS,N,N,SFMTA,ON,0,1077,MISSION ST,9100000,Area 2,,"(37.7795128011, -122.4104230997)"
211-01230,-,0,Yellow,SS,N,N,SFMTA,ON,0,123,11TH ST,510000,Area 2,,"(37.7738758986, -122.4164030009)"
209-00300,-,0,Yellow,SS,N,N,SFMTA,ON,0,30,09TH ST,446000,Area 2,,"(37.7768336029, -122.4156255182)"
606-16030,-,0,Grey,SS,N,N,SFMTA,ON,0,1603,PINE ST,10478000,Area 3,,"(37.7893009976, -122.4224758015)"
666-12380,-,0,Green,SS,N,N,SFMTA,ON,0,1238,SUTTER ST,12330000,Area 3,,"(37.7876979978, -122.4210682006)"
612-01060,-,0,Grey,SS,Y,N,SFMTA,ON,0,106,POLK ST,10547000,Area 5,Civic Center,"(37.7777294003, -122.4180073028)"
400-03460,-,0,Yellow,SS,N,N,SFMTA,ON,0,346,EDDY ST,5061002,Area 2,,"(37.7838130974, -122.4140696020)"
363-02240,-,0,Yellow,SS,N,N,SFMTA,ON,0,224,COLUMBUS AVE,4290000,Area 2,,"(37.7975330994, -122.4060384982)"
206-02030,-,0,Grey,SS,N,N,SFMTA,ON,0,203,06TH ST,332000,Area 2,,"(37.7796748054, -122.4069265164)"
350-03130,-,0,Yellow,SS,N,N,SFMTA,ON,0,313,CALIFORNIA ST,3527000,Area 5,Downtown,"(37.7930695013, -122.4004593023)"
350-04150,-,0,Yellow,SS,N,N,SFMTA,ON,0,415,CALIFORNIA ST,3528000,Area 5,Downtown,"(37.7929275007, -122.4016893019)"
568-00430,-,0,Grey,SS,Y,N,SFMTA,ON,0,43,MISSION ST,9083000,Area 5,Downtown,"(37.7927534980, -122.3936540016)"
606-02230,-,0,Yellow,SS,N,N,SFMTA,ON,0,223,PINE ST,10455000,Area 5,Downtown,"(37.7920832978, -122.4007013996)"
606-03050,-,0,Yellow,SS,N,N,SFMTA,ON,0,305,PINE ST,10456000,Area 5,Downtown,"(37.7920212996, -122.4011916013)"
665-00240,-,0,Yellow,SS,Y,N,SFMTA,ON,0,24,STEUART ST,12158001,Area 5,Downtown,"(37.7938087014, -122.3940430001)"
331-05150,-,0,Yellow,SS,Y,N,SFMTA,ON,0,515,BRYANT ST,3282000,Area 5,South Embarcadero,"(37.7809049011, -122.3961999991)"
331-05350,-,0,Grey,SS,Y,N,SFMTA,ON,0,535,BRYANT ST,3283000,Area 5,South Embarcadero,"(37.7805676022, -122.3966286999)"
651-01230,-,0,Yellow,SS,N,N,SFMTA,ON,0,123,SANSOME ST,11543000,Area 5,Downtown,"(37.7917673000, -122.4009474979)"
328-01610,-,0,Grey,SS,N,N,SFMTA,ON,0,161,BEALE ST,2864000,Area 5,Downtown,"(37.7900736024, -122.3943071977)"
340-00147,340-00140,7,Grey,MS,Y,N,SFMTA,ON,0,14,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7773849957, -122.3962652113)"
203-04030,-,0,Grey,SS,Y,N,SFMTA,ON,0,403,03RD ST,172000,Area 5,South Embarcadero,"(37.7825088006, -122.3971768987)"
203-04070,-,0,Grey,SS,Y,N,SFMTA,ON,0,407,03RD ST,172000,Area 5,South Embarcadero,"(37.7824343973, -122.3970835020)"
331-04020,-,0,Grey,SS,Y,N,SFMTA,ON,0,402,BRYANT ST,3280000,Area 5,South Embarcadero,"(37.7830460974, -122.3938192983)"
203-07100,-,0,Grey,SS,Y,N,SFMTA,ON,0,710,03RD ST,180000,Area 5,South Embarcadero,"(37.7785391983, -122.3925172982)"
203-07130,-,0,Grey,SS,Y,N,SFMTA,ON,0,713,03RD ST,180000,Area 5,South Embarcadero,"(37.7786177982, -122.3923014027)"
562-04050,-,0,Red,SS,N,N,SFMTA,ON,0,405,MASON ST,8805000,Area 1,,"(37.7872790982, -122.4099646990)"
571-06210,-,0,Yellow,SS,Y,N,SFMTA,ON,0,621,MONTGOMERY ST,9304000,Area 5,Downtown,"(37.7953096990, -122.4033375026)"
650-04150,-,0,Yellow,SS,N,N,SFMTA,ON,0,415,SACRAMENTO ST,11223000,Area 5,Downtown,"(37.7940076989, -122.4007746016)"
331-04120,-,0,Yellow,SS,Y,N,SFMTA,ON,0,412,BRYANT ST,3280000,Area 5,South Embarcadero,"(37.7828483012, -122.3940690008)"
331-04200,-,0,Grey,SS,Y,N,SFMTA,ON,0,420,BRYANT ST,3280000,Area 5,South Embarcadero,"(37.7826721975, -122.3942911995)"
331-04350,-,0,Grey,SS,Y,N,SFMTA,ON,0,435,BRYANT ST,3280000,Area 5,South Embarcadero,"(37.7822754987, -122.3944662974)"
418-01110,-,0,Grey,SS,N,N,SFMTA,ON,0,111,FOLSOM ST,5651000,Area 5,South Embarcadero,"(37.7897431989, -122.3912307990)"
418-06040,-,0,Grey,SS,Y,N,SFMTA,ON,0,604,FOLSOM ST,5660000,Area 5,South Embarcadero,"(37.7854558640, -122.3969678120)"
681-05110,-,0,Grey,SS,N,N,SFMTA,ON,0,511,TAYLOR ST,12432000,Area 1,,"(37.7873383974, -122.4116809999)"
210-03111,210-03110,1,Black,MS,N,N,SFMTA,ON,0,311,10TH ST,488000,MC3,,"(37.7725535025, -122.4123535973)"
359-09120,-,0,Grey,SS,N,N,SFMTA,ON,0,912,CLAY ST,4092000,Area 3,,"(37.7940402989, -122.4083769989)"
590-01120,-,0,Grey,SS,Y,N,SFMTA,ON,0,112,OAK ST,9751000,Area 5,Civic Center,"(37.7752432999, -122.4213805997)"
211-03010,-,0,Grey,SS,N,N,SFMTA,ON,0,301,11TH ST,515000,Area 3,,"(37.7718333014, -122.4138422010)"
440-08010,-,0,Red,SS,N,N,SFMTA,ON,0,801,GEARY ST,6116000,Area 3,,"(37.7862282981, -122.4166203995)"
204-00480,-,0,Grey,SS,N,N,SFMTA,ON,0,48,04TH ST,251000,Area 5,Downtown,"(37.7847379007, -122.4047249981)"
443-08050,443-08001,5,Grey,MS,Y,N,SFMTA,ON,0,805,GOUGH ST,6325000,Area 5,Civic Center,"(37.7807818995, -122.4238508024)"
619-00430,619-00003,43,Grey,MS,Y,N,SFMTA,ON,0,43,PETER YORKE WAY,10384000,Area 3,,"(37.7855487996, -122.4242608004)"
542-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,LARKIN ST,8124000,Area 5,Civic Center,"(37.7818808005, -122.4171568972)"
612-06130,-,0,Yellow,SS,N,N,SFMTA,ON,0,613,POLK ST,10554000,Area 5,Civic Center,"(37.7826166981, -122.4191620999)"
401-08320,-,0,Grey,SS,N,N,SFMTA,ON,0,832,ELLIS ST,5179000,Area 3,,"(37.7839606021, -122.4204464980)"
440-10250,-,0,Yellow,SS,N,N,SFMTA,ON,0,1025,GEARY ST,6118000,Area 3,,"(37.7857196004, -122.4206265972)"
440-11170,-,0,Grey,SS,N,N,SFMTA,ON,0,1117,GEARY BLVD,6037000,Area 3,,"(37.7855262020, -122.4221270976)"
684-02120,-,0,Grey,SS,Y,N,SFMTA,ON,0,212,TOWNSEND ST,12659000,Area 5,South Embarcadero,"(37.7785907973, -122.3932331015)"
422-06050,-,0,Grey,SS,N,N,SFMTA,ON,0,605,FRONT ST,5872000,Area 2,,"(37.7971243978, -122.3996291977)"
419-11260,-,0,Grey,SS,N,N,SFMTA,ON,0,1126,FRANKLIN ST,5817000,Area 3,,"(37.7853519981, -122.4229140018)"
400-09060,-,0,Grey,SS,N,N,SFMTA,ON,0,906,EDDY ST,5067000,Area 5,Civic Center,"(37.7826865026, -122.4228771997)"
686-08070,-,0,Grey,SS,N,N,SFMTA,ON,0,807,TURK ST,12725000,Area 5,Civic Center,"(37.7816480015, -122.4226122980)"
401-04260,-,0,Grey,SS,N,N,SFMTA,ON,0,426,ELLIS ST,5174000,Area 3,,"(37.7847834022, -122.4139208179)"
401-05380,-,0,Grey,SS,N,N,SFMTA,ON,0,538,ELLIS ST,5176000,Area 3,,"(37.7845372078, -122.4158667328)"
472-06250,-,0,Grey,SS,Y,N,SFMTA,ON,0,625,HYDE ST,7121000,Area 3,,"(37.7870419015, -122.4166740996)"
666-08300,-,0,Grey,SS,N,N,SFMTA,ON,0,830,SUTTER ST,12326000,Area 3,,"(37.7885172003, -122.4146708974)"
330-07430,-,0,Grey,SS,N,N,SFMTA,ON,0,743,BRANNAN ST,3085000,Area 3,,"(37.7738319998, -122.4020664987)"
542-00070,-,0,Grey,SS,Y,N,SFMTA,ON,0,7,LARKIN ST,8120000,Area 5,Civic Center,"(37.7780340993, -122.4165394974)"
547-00420,-,0,Grey,SS,Y,N,SFMTA,ON,0,42,LECH WALESA ST,8277000,Area 5,Civic Center,"(37.7778272004, -122.4195576978)"
612-00090,-,0,Grey,SS,Y,N,SFMTA,ON,0,9,POLK ST,10546000,Area 5,Civic Center,"(37.7770126023, -122.4180266985)"
650-08360,-,0,Grey,SS,N,N,SFMTA,ON,0,836,SACRAMENTO ST,11230000,Area 2,,"(37.7932786019, -122.4072369986)"
664-08030,-,0,Yellow,SS,N,N,SFMTA,ON,0,803,STOCKTON ST,12204000,Area 2,,"(37.7932675992, -122.4078251009)"
471-10760,-,0,Grey,SS,N,N,SFMTA,ON,0,1076,HARRISON ST,6727000,Area 3,,"(37.7757760984, -122.4061339011)"
418-09400,-,0,Grey,SS,N,N,SFMTA,ON,0,940,FOLSOM ST,5665000,Area 2,,"(37.7795386006, -122.4044610017)"
418-09560,-,0,Yellow,SS,N,N,SFMTA,ON,0,956,FOLSOM ST,5666000,Area 2,,"(37.7792344996, -122.4048450996)"
471-10400,-,0,Grey,SS,N,N,SFMTA,ON,0,1040,HARRISON ST,6726000,Area 3,,"(37.7765181986, -122.4051902999)"
600-03090,-,0,Grey,SS,N,N,SFMTA,ON,0,309,PACIFIC AVE,10119000,Area 2,,"(37.7975498018, -122.4013311991)"
440-06310,-,0,Grey,SS,N,N,SFMTA,ON,0,631,GEARY ST,6114000,Area 3,,"(37.7865227991, -122.4143341013)"
440-06270,-,0,Grey,SS,N,N,SFMTA,ON,0,627,GEARY ST,6114000,Area 3,,"(37.7865419992, -122.4141813998)"
546-06010,-,0,Red,SS,N,N,SFMTA,ON,0,601,LEAVENWORTH ST,8244000,Area 3,,"(37.7866785013, -122.4149164983)"
500-03300,500-03004,30,Grey,MS,Y,N,SFMTA,ON,0,330,JACKSON ST,7363000,Area 5,Downtown,"(37.7967244023, -122.4014567991)"
500-04340,500-04006,34,Grey,MS,Y,N,SFMTA,ON,0,434,JACKSON ST,7366000,Area 5,Downtown,"(37.7964960010, -122.4031987988)"
606-15390,-,0,Grey,SS,N,N,SFMTA,ON,0,1539,PINE ST,10477000,Area 3,,"(37.7894230996, -122.4215144978)"
327-05200,-,0,Yellow,SS,N,N,SFMTA,ON,0,520,BROADWAY,3151000,Area 3,,"(37.7980070011, -122.4061754026)"
331-06050,-,0,Grey,SS,Y,N,SFMTA,ON,0,605,BRYANT ST,3285000,Area 5,South Embarcadero,"(37.7793365017, -122.3981834983)"
411-01340,411-01004,34,Grey,MS,Y,N,SFMTA,ON,0,134,FELL ST,5440000,Area 5,Civic Center,"(37.7762813986, -122.4207177979)"
442-06060,-,0,Grey,SS,Y,N,SFMTA,ON,0,606,GOLDEN GATE AVE,6266000,Area 5,Civic Center,"(37.7810515006, -122.4208099988)"
206-02370,-,0,Yellow,SS,N,N,SFMTA,ON,0,237,06TH ST,333000,Area 2,,"(37.7790889048, -122.4061933178)"
206-02470,-,0,Grey,SS,N,N,SFMTA,ON,0,247,06TH ST,334000,Area 2,,"(37.7789452055, -122.4060136154)"
470-09160,-,0,Yellow,SS,N,N,SFMTA,ON,0,916,HOWARD ST,7041000,Area 2,,"(37.7812045989, -122.4054454003)"
470-09210,-,0,Yellow,SS,N,N,SFMTA,ON,0,921,HOWARD ST,7041000,Area 2,,"(37.7809538011, -122.4054758993)"
442-00440,-,0,Grey,SS,N,N,SFMTA,ON,0,44,GOLDEN GATE AVE,6259000,Area 2,,"(37.7821737983, -122.4119512995)"
442-02180,-,0,Green,SS,N,N,SFMTA,ON,0,218,GOLDEN GATE AVE,6261000,Area 2,,"(37.7818488990, -122.4145096016)"
568-09460,-,0,Yellow,SS,N,N,SFMTA,ON,0,946,MISSION ST,9099000,Area 2,,"(37.7819848982, -122.4075445027)"
502-01270,-,0,Grey,SS,N,N,SFMTA,ON,0,127,JONES ST,7564000,Area 2,,"(37.7826881007, -122.4124264025)"
212-00210,-,0,Grey,SS,N,N,SFMTA,ON,0,21,12TH ST,541000,Area 2,,"(37.7739224014, -122.4195646995)"
568-09820,-,0,Grey,SS,N,N,SFMTA,ON,0,982,MISSION ST,9099000,Area 2,,"(37.7813414977, -122.4083586984)"
568-09920,-,0,Yellow,SS,N,N,SFMTA,ON,0,992,MISSION ST,9099000,Area 2,,"(37.7811324027, -122.4086232984)"
502-04240,-,0,Grey,SS,N,N,SFMTA,ON,0,424,JONES ST,7569000,Area 2,,"(37.7855226983, -122.4128381998)"
444-11210,-,0,Grey,SS,N,N,SFMTA,ON,0,1121,GRANT AVE,6399000,Area 2,,"(37.7975994003, -122.4070137997)"
500-06390,-,0,Grey,SS,N,N,SFMTA,ON,0,639,JACKSON ST,7372000,Area 2,,"(37.7960102026, -122.4064335988)"
568-10620,-,0,Grey,SS,N,N,SFMTA,ON,0,1062,MISSION ST,9100000,Area 2,,"(37.7798343980, -122.4102730022)"
684-06720,-,0,Grey,SS,N,N,SFMTA,ON,0,672,TOWNSEND ST,12666000,Area 3,,"(37.7704504997, -122.4034687017)"
563-01081,563-01080,1,Black,MS,N,N,SFMTA,ON,0,108,MCALLISTER ST,8890000,MC2,,"(37.7809528010, -122.4139649695)"
563-01101,563-01100,1,Black,MS,N,N,SFMTA,ON,0,110,MCALLISTER ST,8890000,MC2,,"(37.7809442631, -122.4140338541)"
211-00680,-,0,Grey,SS,N,N,SFMTA,ON,0,68,11TH ST,508000,Area 2,,"(37.7743936990, -122.4173450989)"
606-14050,-,0,Yellow,SS,N,N,SFMTA,ON,0,1405,PINE ST,10476000,Area 3,,"(37.7897396003, -122.4190200993)"
340-00846,-,0,Grey,SS,Y,N,SFMTA,ON,0,84,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7761515015, -122.3978519996)"
340-00543,-,0,Grey,SS,Y,N,SFMTA,ON,0,54,BLUXOME ST,2993000,Area 5,South Embarcadero,"(37.7766739008, -122.3971873985)"
205-06624,205-06620,4,Grey,MS,Y,N,SFMTA,ON,0,662,05TH ST,307000,Area 5,South Embarcadero,"(37.7756445025, -122.3977500980)"
330-05180,-,0,Grey,SS,Y,N,SFMTA,ON,0,518,BRANNAN ST,3080000,Area 5,South Embarcadero,"(37.7779282023, -122.3971867000)"
500-15400,-,0,Grey,SS,N,N,SFMTA,ON,0,1540,JACKSON ST,7395000,Area 3,,"(37.7942369998, -122.4210961011)"
412-02040,-,0,Green,SS,N,N,SFMTA,ON,0,204,FERN ST,5484000,Area 3,,"(37.7879942981, -122.4222392977)"
612-15170,-,0,Grey,SS,N,N,SFMTA,ON,0,1517,POLK ST,10570000,Area 3,,"(37.7909848996, -122.4208481980)"
465-00210,-,0,Grey,SS,N,N,SFMTA,ON,0,21,HEMLOCK ST,6875000,Area 3,,"(37.7873653983, -122.4191040021)"
472-08220,-,0,Grey,SS,N,N,SFMTA,ON,0,822,HYDE ST,7123000,Area 3,,"(37.7887615998, -122.4168685989)"
359-09280,-,0,Grey,SS,N,N,SFMTA,ON,0,928,CLAY ST,4093000,Area 3,,"(37.7939711985, -122.4089210012)"
209-04230,-,0,Grey,SS,N,N,SFMTA,ON,0,423,09TH ST,457000,Area 3,,"(37.7720543993, -122.4093229023)"
210-04080,-,0,Grey,SS,N,N,SFMTA,ON,0,408,10TH ST,490000,Area 3,,"(37.7712912996, -122.4110640974)"
327-03330,-,0,Grey,SS,N,N,SFMTA,ON,0,333,BROADWAY,3147000,Area 3,,"(37.7982197002, -122.4032612999)"
330-09510,-,0,Grey,SS,N,N,SFMTA,ON,0,951,BRANNAN ST,3089000,Area 3,,"(37.7702563022, -122.4065872000)"
411-02240,411-02002,24,Grey,MS,Y,N,SFMTA,ON,0,224,FELL ST,5441000,Area 5,Civic Center,"(37.7761095975, -122.4220659991)"
209-03200,-,0,Grey,SS,N,N,SFMTA,ON,0,320,09TH ST,454000,Area 3,,"(37.7733077005, -122.4112002027)"
671-00160,671-00004,16,Grey,MS,Y,N,SFMTA,ON,0,16,SOUTH PARK,12008000,Area 5,South Embarcadero,"(37.7823078026, -122.3931798988)"
423-01130,423-01001,13,Grey,MS,Y,N,SFMTA,ON,0,113,FULTON ST,5881000,Area 5,Civic Center,"(37.7796147027, -122.4154126008)"
464-01330,-,0,Grey,SS,Y,N,SFMTA,ON,0,133,HAYES ST,6813000,Area 5,Civic Center,"(37.7773031973, -122.4192005002)"
666-12370,-,0,Grey,SS,N,N,SFMTA,ON,0,1237,SUTTER ST,12330000,Area 3,,"(37.7875835010, -122.4209897013)"
470-08370,-,0,Green,SS,N,N,SFMTA,ON,0,837,HOWARD ST,7039001,Area 5,Downtown,"(37.7824688022, -122.4035584998)"
206-02380,-,0,Grey,SS,N,N,SFMTA,ON,0,238,06TH ST,333000,Area 2,,"(37.7789399986, -122.4063117986)"
442-01260,-,0,Grey,SS,N,N,SFMTA,ON,0,126,GOLDEN GATE AVE,6260000,Area 2,,"(37.7820302163, -122.4131123942)"
202-05480,-,0,Black,SS,Y,N,SFMTA,ON,0,548,02ND ST,144000,Area 5,South Embarcadero,"(37.7825373997, -122.3930910003)"
612-09300,-,0,Grey,SS,N,N,SFMTA,ON,0,930,POLK ST,10560000,Area 3,,"(37.7857772008, -122.4196302013)"
542-05100,-,0,Yellow,SS,N,N,SFMTA,ON,0,510,LARKIN ST,8125000,Area 5,Civic Center,"(37.7827411023, -122.4173335989)"
612-06010,-,0,Grey,SS,N,N,SFMTA,ON,0,601,POLK ST,10554000,Area 5,Civic Center,"(37.7822641999, -122.4190908984)"
204-03640,-,0,Yellow,SS,N,N,SFMTA,ON,0,364,04TH ST,258000,Area 5,South Embarcadero,"(37.7809472018, -122.3999662005)"
331-05050,-,0,Grey,SS,Y,N,SFMTA,ON,0,505,BRYANT ST,3282000,Area 5,South Embarcadero,"(37.7811188017, -122.3959281013)"
331-05510,-,0,Grey,SS,Y,N,SFMTA,ON,0,551,BRYANT ST,3284000,Area 5,South Embarcadero,"(37.7803644025, -122.3968870022)"
606-03420,-,0,Red,SS,N,N,SFMTA,ON,0,342,PINE ST,10459000,Area 5,Downtown,"(37.7919775014, -122.4023737011)"
328-01360,-,0,Grey,SS,N,N,SFMTA,ON,0,136,BEALE ST,2864000,Area 5,Downtown,"(37.7904041008, -122.3950267003)"
418-03030,-,0,Grey,SS,N,N,SFMTA,ON,0,303,FOLSOM ST,5653000,Area 5,South Embarcadero,"(37.7884937980, -122.3928125982)"
418-03260,-,0,Grey,SS,N,N,SFMTA,ON,0,326,FOLSOM ST,5654000,Area 5,South Embarcadero,"(37.7882089027, -122.3934797977)"
359-01120,-,0,Grey,SS,Y,N,SFMTA,ON,0,112,CLAY ST,4080000,Area 5,Downtown,"(37.7954435022, -122.3973108974)"
350-02080,-,0,Red,SS,N,N,SFMTA,ON,0,208,CALIFORNIA ST,3526000,Area 5,Downtown,"(37.7933852979, -122.3991650973)"
328-01640,-,0,Grey,SS,N,N,SFMTA,ON,0,164,BEALE ST,2864000,Area 5,Downtown,"(37.7899818988, -122.3944973999)"
328-02210,-,0,Grey,SS,N,N,SFMTA,ON,0,221,BEALE ST,2865000,Area 5,Downtown,"(37.7894437973, -122.3935205002)"
471-05150,-,0,Grey,SS,Y,N,SFMTA,ON,0,515,HARRISON ST,6712000,Area 5,South Embarcadero,"(37.7857017022, -122.3932329004)"
651-05030,-,0,Yellow,SS,Y,N,SFMTA,ON,0,503,SANSOME ST,11549000,Area 5,Downtown,"(37.7949502998, -122.4015922003)"
651-06190,-,0,Yellow,SS,Y,N,SFMTA,ON,0,619,SANSOME ST,11551000,Area 5,Downtown,"(37.7963087996, -122.4018723012)"
606-00160,-,0,Grey,SS,N,N,SFMTA,ON,0,16,PINE ST,10453000,Area 5,Downtown,"(37.7925331992, -122.3981095978)"
606-00290,-,0,Yellow,SS,N,N,SFMTA,ON,0,29,PINE ST,10453000,Area 5,Downtown,"(37.7923643989, -122.3984353018)"
418-05200,-,0,Grey,SS,N,N,SFMTA,ON,0,520,FOLSOM ST,5657000,Area 5,South Embarcadero,"(37.7869215988, -122.3951091000)"
330-02960,-,0,Grey,SS,Y,N,SFMTA,ON,0,296,BRANNAN ST,3073000,Area 5,South Embarcadero,"(37.7820162018, -122.3920078014)"
571-04210,-,0,Yellow,SS,N,N,SFMTA,ON,0,421,MONTGOMERY ST,9301000,Area 5,Downtown,"(37.7935829991, -122.4029883013)"
571-05070,-,0,Yellow,SS,N,N,SFMTA,ON,0,507,MONTGOMERY ST,9302000,Area 5,Downtown,"(37.7939566978, -122.4030670018)"
331-04310,-,0,Grey,SS,Y,N,SFMTA,ON,0,431,BRYANT ST,3280000,Area 5,South Embarcadero,"(37.7823424981, -122.3943816011)"
501-01030,-,0,Grey,SS,N,N,SFMTA,ON,0,103,JESSIE ST,7517000,Area 5,Downtown,"(37.7882906989, -122.4004717019)"
561-01010,-,0,Yellow,SS,Y,N,SFMTA,ON,0,101,MAIN ST,8628000,Area 5,Downtown,"(37.7918053986, -122.3947647993)"
418-05210,-,0,Grey,SS,Y,N,SFMTA,ON,0,521,FOLSOM ST,5657000,Area 5,South Embarcadero,"(37.7867968985, -122.3949602989)"
720-01170,-,0,Grey,SS,Y,N,SFMTA,ON,0,117,WASHINGTON ST,13404000,Area 5,Downtown,"(37.7962223989, -122.3976616018)"
470-11590,-,0,Grey,SS,N,N,SFMTA,ON,0,1159,HOWARD ST,7049000,Area 2,,"(37.7768728983, -122.4106390008)"
470-11610,-,0,Grey,SS,N,N,SFMTA,ON,0,1161,HOWARD ST,7049000,Area 2,,"(37.7768318997, -122.4106908009)"
470-11890,-,0,Grey,SS,N,N,SFMTA,ON,0,1189,HOWARD ST,7050000,Area 2,,"(37.7764093009, -122.4112251976)"
568-11010,-,0,Grey,SS,N,N,SFMTA,ON,0,1101,MISSION ST,9101000,Area 2,,"(37.7790445992, -122.4110111014)"
400-03210,-,0,Grey,SS,N,N,SFMTA,ON,0,321,EDDY ST,5061002,Area 2,,"(37.7837814026, -122.4133436007)"
470-08750,-,0,Grey,SS,N,N,SFMTA,ON,0,875,HOWARD ST,7039001,Area 5,Downtown,"(37.7818446019, -122.4043484998)"
470-08850,-,0,Green,SS,N,N,SFMTA,ON,0,885,HOWARD ST,7039001,Area 5,Downtown,"(37.7817268026, -122.4044976977)"
568-11440,-,0,Grey,SS,N,N,SFMTA,ON,0,1144,MISSION ST,9101000,Area 2,,"(37.7784235001, -122.4120554977)"
206-02320,-,0,Grey,SS,N,N,SFMTA,ON,0,232,06TH ST,333000,Area 2,,"(37.7790605974, -122.4064627008)"
206-02490,-,0,Grey,SS,N,N,SFMTA,ON,0,249,06TH ST,334000,Area 2,,"(37.7789042068, -122.4059622176)"
442-00190,-,0,Grey,SS,N,N,SFMTA,ON,0,19,GOLDEN GATE AVE,6259000,Area 2,,"(37.7821283013, -122.4112508015)"
442-00250,-,0,Grey,SS,N,N,SFMTA,ON,0,25,GOLDEN GATE AVE,6259000,Area 2,,"(37.7821118002, -122.4113791005)"
470-10300,-,0,Grey,SS,N,N,SFMTA,ON,0,1030,HOWARD ST,7044000,Area 2,,"(37.7791791008, -122.4080093016)"
442-02420,-,0,Yellow,SS,N,N,SFMTA,ON,0,242,GOLDEN GATE AVE,6262000,Area 2,,"(37.7817592014, -122.4152173025)"
502-00020,-,0,Grey,SS,N,N,SFMTA,ON,0,2,JONES ST,7563000,Area 2,,"(37.7812640992, -122.4119835028)"
502-00210,-,0,Grey,SS,N,N,SFMTA,ON,0,21,JONES ST,7563000,Area 2,,"(37.7817389050, -122.4122174196)"
470-10420,-,0,Green,SS,N,N,SFMTA,ON,0,1042,HOWARD ST,7044000,Area 2,,"(37.7790064000, -122.4082277005)"
612-17270,-,0,Yellow,SS,N,N,SFMTA,ON,0,1727,POLK ST,10572000,Area 3,,"(37.7929552001, -122.4212470983)"
472-08050,-,0,Yellow,SS,N,N,SFMTA,ON,0,805,HYDE ST,7123000,Area 3,,"(37.7884254017, -122.4169572012)"
612-18070,-,0,Grey,SS,N,N,SFMTA,ON,0,1807,POLK ST,10573000,Area 3,,"(37.7934921001, -122.4213511010)"
350-17100,-,0,Grey,SS,N,N,SFMTA,ON,0,1710,CALIFORNIA ST,3550000,Area 3,,"(37.7903863982, -122.4228644983)"
353-00410,-,0,Grey,SS,N,N,SFMTA,ON,0,41,CEDAR ST,3855000,Area 3,,"(37.7863684994, -122.4195238014)"
401-05390,-,0,Grey,SS,N,N,SFMTA,ON,0,539,ELLIS ST,5176000,Area 3,,"(37.7844120057, -122.4158726167)"
472-04070,-,0,Grey,SS,Y,N,SFMTA,ON,0,407,HYDE ST,7118000,Area 3,,"(37.7847220980, -122.4162076020)"
472-06100,-,0,Grey,SS,Y,N,SFMTA,ON,0,610,HYDE ST,7121000,Area 3,,"(37.7866106023, -122.4164310020)"
546-05200,-,0,Grey,SS,N,N,SFMTA,ON,0,520,LEAVENWORTH ST,8243000,Area 3,,"(37.7862263982, -122.4146728979)"
546-05160,-,0,Grey,SS,N,N,SFMTA,ON,0,516,LEAVENWORTH ST,8243000,Area 3,,"(37.7861144998, -122.4146505014)"
681-05100,-,0,Grey,SS,N,N,SFMTA,ON,0,510,TAYLOR ST,12432000,Area 1,,"(37.7873023999, -122.4115029012)"
